symbol,avg_sentiment,mention_count,bullish_ratio,total_score,timeframe_days
CGBS,0.48864,5,0.6,2580,1
CHPT,0.33176666666666665,3,0.3333333333333333,6,1
CKPT,0.8197,2,1.0,3,1
CLIR,0.0,1,0.0,2,1
CLX,0.7845,1,1.0,1,1
CME,0.2617,1,1.0,2,1
CMS,0.7579,1,1.0,2,1
CNET,0.5007,2,1.0,6,1
CNS,0.9968,3,1.0,12,1
CNSP,0.0,1,0.0,1,1
COIN,0.10683636363636363,11,0.45454545454545453,53,1
COKE,-0.25279999999999997,3,0.3333333333333333,13,1
COLD,0.0578,9,0.5555555555555556,73,1
COMP,0.02402499999999999,4,0.5,31,1
COOK,-0.24916666666666665,3,0.3333333333333333,25,1
COST,0.48514166666666664,72,0.7361111111111112,338,1
CP,0.6486,1,1.0,1,1
CPA,0.39513333333333334,3,0.6666666666666666,3,1
CRKN,0.5568909090909091,11,0.6363636363636364,72,1
CRVS,0.9561,1,1.0,2,1
CRWD,0.1259,3,0.6666666666666666,18,1
CSWC,0.21315,2,1.0,24,1
CTM,0.07001666666666667,30,0.4,177,1
CTSO,0.47235,2,0.5,4,1
CURB,0.19355,2,0.5,9,1
CURR,0.3818,1,1.0,1,1
CUZ,-0.10666666666666667,15,0.26666666666666666,157,1
CVAC,0.0,1,0.0,0,1
CVM,0.0,1,0.0,1,1
CVNA,-0.03160416666666666,24,0.3333333333333333,216,1
CVS,0.34,1,1.0,1,1
CYN,0.40602,5,0.6,17,1
D,0.16662500000000002,4,0.5,6,1
DARE,-0.2263,1,0.0,1,1
DASH,0.1406,1,1.0,2,1
DATS,0.15175,2,1.0,0,1
DAVE,0.7308,1,1.0,1,1
DAWN,0.0,1,0.0,5,1
DAY,0.2197358422939068,279,0.5555555555555556,13877,1
DC,0.9938,1,1.0,1,1
DD,0.46058333333333334,42,0.7380952380952381,245,1
DDS,-0.0516,1,0.0,2,1
DE,0.8674,1,1.0,8,1
DEC,0.46573333333333333,9,1.0,42,1
DECK,0.85895,2,1.0,19,1
DELL,0.3819,2,0.5,2,1
DFH,0.8367,1,1.0,1,1
DGLY,0.0,1,0.0,1,1
DGX,0.0,1,0.0,2,1
DHI,0.8367,1,1.0,1,1
DIS,-0.3182,1,0.0,1,1
DM,-0.9144,1,0.0,10,1
DMA,0.222,2,1.0,10,1
DNA,0.0,2,0.0,67,1
DOW,0.48228,5,0.6,159,1
DRMA,0.0,1,0.0,1,1
DRUG,0.7330333333333333,24,0.875,770,1
DTE,0.13465000000000002,2,0.5,38,1
E,0.6413,2,1.0,7,1
EA,0.0,1,0.0,1,1
EARN,0.47596666666666665,9,0.6666666666666666,4,1
EAST,0.09614444444444445,9,0.5555555555555556,34,1
EAT,-0.06222500000000001,16,0.3125,75,1
EBAY,0.39465000000000006,2,1.0,13,1
EBS,0.8977,1,1.0,9,1
ECO,0.7414,2,1.0,4,1
ED,0.8834,1,1.0,1,1
EDBL,0.0,1,0.0,3,1
EDIT,0.39672857142857143,7,0.5714285714285714,61,1
EFSH,0.6326,1,1.0,1,1
EG,0.44933333333333336,3,0.6666666666666666,8,1
EGO,0.3458,1,1.0,1,1
EH,0.021333333333333333,3,0.3333333333333333,8,1
EJH,0.0,1,0.0,1,1
EKSO,0.5183555555555555,9,0.7777777777777778,81,1
EL,0.35875,2,1.0,4,1
ELEV,0.3264,6,0.5,14,1
ELSE,0.312058,50,0.66,2866,1
EM,0.25593333333333335,3,0.6666666666666666,298,1
ENB,0.9848,2,1.0,0,1
EQV,0.4958,2,0.5,3,1
ET,0.9959,1,1.0,4,1
EU,-0.38082499999999997,4,0.0,7,1
EVER,0.22560833333333333,72,0.5972222222222222,10614,1
EXP,0.0407,4,0.25,13,1
EYE,0.66543125,32,0.875,113,1
EYEN,0.5894166666666667,6,0.8333333333333334,12,1
F,0.245025,8,0.5,18,1
FA,0.9568,1,1.0,1,1
FACT,0.27404222222222224,45,0.6,233,1
FARM,0.12927500000000003,4,0.5,61,1
FAST,0.40506666666666663,30,0.6333333333333333,376,1
FAT,-0.03688571428571429,7,0.2857142857142857,170,1
FCN,-0.5267,1,0.0,8,1
FCUV,0.0588,3,0.3333333333333333,8,1
FDS,-0.4767,1,0.0,1,1
FI,0.296,1,1.0,24,1
FIVE,0.3974583333333333,12,0.75,199,1
FIX,0.11101666666666665,6,0.6666666666666666,34,1
FLEX,0.0,1,0.0,2,1
FLO,0.7013,2,1.0,96,1
FN,0.21075,2,0.5,8,1
FNGS,0.2388,2,1.0,32,1
FOLD,0.6652,1,1.0,5,1
FOR,0.4331541233283804,2692,0.7184249628528975,107720,1
FORD,0.9344,2,1.0,2,1
FORM,0.37561764705882356,17,0.7058823529411765,2630,1
FOUR,0.31653333333333333,12,0.5,52,1
FOX,-0.6486,2,0.0,4,1
FOXO,0.0,1,0.0,1,1
FUBO,0.216265,20,0.5,134,1
FUN,0.634085,20,0.9,296,1
FUND,0.5046224489795919,49,0.7346938775510204,150,1
G,0.2788,4,0.5,5,1
GAIN,0.6157157894736841,57,0.9122807017543859,1420,1
GAME,0.310521875,32,0.625,2822,1
GAP,0.310675,24,0.5416666666666666,5387,1
GATE,0.6775,2,1.0,2,1
GCTK,0.2157125,128,0.4453125,816,1
GE,-0.7717,1,0.0,1,1
GEN,0.08380000000000003,3,0.3333333333333333,11,1
GENE,0.3818,1,1.0,20,1
GENI,0.42145,2,1.0,3,1
GET,0.2921228782287823,542,0.6494464944649446,9275,1
GEVO,0.0,1,0.0,1,1
GIFT,0.42315,2,1.0,233,1
GIG,0.49895,2,0.5,13,1
GIL,0.8674,1,1.0,8,1
GL,0.52225,6,1.0,55,1
GLAD,0.6460457142857142,35,0.9714285714285714,131,1
GM,0.33604999999999996,2,1.0,3,1
GME,0.30292,5,0.6,11,1
GO,0.1953992268041237,388,0.520618556701031,12098,1
GOLD,0.4191258064516129,31,0.7419354838709677,191,1
GOOD,0.5613804511278195,532,0.881578947368421,16211,1
GOOG,0.14227499999999998,8,0.5,37,1
GOOGL,0.7379833333333333,6,1.0,18,1
GORO,0.08312,65,0.3384615384615385,86,1
GRAB,0.22576666666666664,9,0.3333333333333333,28,1
GROV,0.4311,2,0.5,3,1
GROW,0.6118868421052631,38,0.868421052631579,1274,1
GRRR,0.14634999999999998,2,0.5,2,1
GSAT,0.4527333333333334,3,0.6666666666666666,8,1
GYRO,0.6369,1,1.0,8,1
HAS,0.4529110927152317,604,0.7367549668874173,20612,1
HBM,0.9989,1,1.0,37,1
HDB,0.7778,1,1.0,21,1
HE,0.16314141689373296,367,0.5422343324250681,4337,1
HES,0.1926,9,0.4444444444444444,67,1
HI,0.5943846153846154,13,0.7692307692307693,16,1
HIT,0.26414666666666664,75,0.5733333333333334,939,1
HIVE,-0.4703,1,0.0,25,1
HODL,0.3095428571428571,7,0.5714285714285714,17,1
HOLO,0.0,4,0.0,2,1
HONE,-0.3262,1,0.0,1,1
HOOD,-0.1027,1,0.0,85,1
HOOK,-0.4532,2,0.0,5,1
HOPE,0.6180899159663865,119,0.9495798319327731,8416,1
HOTH,0.6267999999999999,3,0.6666666666666666,7,1
HOUR,0.39255999999999996,15,0.6,112,1
HOVR,0.0,1,0.0,1,1
HSBC,-0.31930000000000003,2,0.0,18,1
HUBS,-0.7992,1,0.0,6,1
HUN,0.0,1,0.0,1,1
IBKR,0.37633333333333335,6,0.6666666666666666,10,1
IBM,0.3338277777777778,18,0.7222222222222222,150,1
IBRX,0.3612,1,1.0,0,1
ICAD,0.0,1,0.0,1,1
ID,0.45341111111111115,9,0.7777777777777778,3,1
IE,0.0,1,0.0,1,1
IFS,0.5207666666666667,3,0.6666666666666666,94,1
III,0.6224,1,1.0,2,1
IIPR,0.5138666666666667,3,1.0,17,1
IMG,0.9997,2,1.0,0,1
IMO,0.3419923076923077,13,0.7692307692307693,49,1
IMRX,0.0,1,0.0,2,1
INBS,0.3036,1,1.0,2,1
ING,0.8545,1,1.0,2,1
INO,0.8205,1,1.0,3,1
INTC,0.01774516129032257,31,0.5806451612903226,534,1
INUV,0.2732,1,1.0,4,1
INVZ,0.576025,8,0.75,33,1
IONQ,0.24171290322580646,31,0.6129032258064516,4181,1
IONS,-0.34603333333333336,3,0.3333333333333333,3,1
IOT,0.6113,4,1.0,7,1
IP,0.6890499999999999,6,1.0,60,1
IQ,0.3612,1,1.0,4,1
IRON,0.19595,2,0.5,12,1
IRS,-0.04929999999999997,4,0.5,14,1
IRT,0.3164,1,1.0,0,1
ISO,0.9876,1,1.0,10,1
IT,0.323925713240673,2734,0.6444769568397952,80056,1
ITP,0.0,1,0.0,0,1
ITRM,-0.1531,1,0.0,1,1
J,-0.09376666666666666,3,0.6666666666666666,3,1
JACK,-0.2506,3,0.3333333333333333,3,1
JBDI,0.14293333333333333,3,0.3333333333333333,9,1
JD,0.9319333333333333,3,1.0,1,1
JFBR,0.81,1,1.0,0,1
JG,0.0,1,0.0,215,1
JOB,0.32472307692307695,52,0.6538461538461539,739,1
JOBY,0.6124,1,1.0,5,1
JOE,0.042666666666666665,3,0.3333333333333333,33,1
JPM,0.2702,3,0.3333333333333333,60,1
JUNE,0.30131111111111114,9,0.5555555555555556,43,1
K,-0.03356666666666667,3,0.3333333333333333,8,1
KBH,-0.2382,1,0.0,1,1
KEY,0.7823442307692308,52,0.9230769230769231,325,1
KIDS,0.19109,10,0.5,2510,1
KIND,0.4559455696202532,79,0.7215189873417721,956,1
KITT,0.48255,2,0.5,3,1
KKR,0.0,1,0.0,49,1
KNW,0.4232,4,0.75,6,1
KULR,0.13966551724137932,29,0.3103448275862069,163,1
L,0.7681571428571428,7,1.0,45,1
LAB,-0.15944999999999998,2,0.5,9,1
LAES,0.995,1,1.0,2,1
LAKE,0.899525,4,1.0,105,1
LAND,0.53394,5,0.8,32,1
LASE,-0.7287,2,0.0,2,1
LAW,0.467,9,0.7777777777777778,67,1
LE,0.0,1,0.0,1,1
LEE,-0.21945,2,0.0,31,1
LEG,0.5072666666666666,6,0.8333333333333334,12,1
LGHL,0.0,1,0.0,2,1
LIDR,0.6249,1,1.0,5,1
LINE,0.4352291666666666,24,0.75,210,1
LINK,0.43975624999999996,16,0.625,5174,1
LION,0.3818,1,1.0,2,1
LITM,0.32180000000000003,3,0.3333333333333333,7,1
LIVE,0.48694888888888893,45,0.7777777777777778,3165,1
LLY,0.68655,2,1.0,3,1
LMT,0.4712,1,1.0,0,1
LNG,0.9508,1,1.0,1,1
LNKS,0.125,2,0.5,1,1
LOAN,0.54093,10,0.9,16,1
LODE,0.22860754716981133,53,0.7358490566037735,-124,1
LOOP,0.17627500000000002,4,0.5,405,1
LOT,0.34002762430939226,181,0.6740331491712708,2484,1
LOVE,0.6983987341772152,79,0.9367088607594937,5851,1
LOW,0.35201818181818184,143,0.6713286713286714,1468,1
LPSN,-0.016199999999999992,8,0.125,41,1
LTRX,0.0979625,8,0.25,21,1
LUCK,0.6850695652173914,46,0.9347826086956522,2741,1
LUNR,0.13579999999999998,17,0.35294117647058826,149,1
M,0.32604,5,0.8,17,1
MA,-0.10336666666666668,3,0.3333333333333333,2,1
MAG,0.34906666666666664,3,0.6666666666666666,3,1
MAIN,0.5027368421052631,19,0.7894736842105263,932,1
MAMA,0.8442,1,1.0,14,1
MAN,0.15051129032258065,62,0.532258064516129,1162,1
MASS,0.18352,5,0.6,14,1
MATH,0.3847583333333333,12,0.6666666666666666,395,1
MAX,0.48467647058823526,17,0.7058823529411765,2608,1
MBOT,0.43759,10,0.7,27,1
MC,0.432075,4,0.75,4,1
MCVT,0.5511333333333334,12,0.75,26,1
ME,0.24545711805555553,576,0.5920138888888888,18522,1
MET,0.4679,2,0.5,10,1
META,0.510568,50,0.76,1060,1
MGOL,0.34,1,1.0,1,1
MGRM,0.0,1,0.0,1,1
MIND,0.4984081081081081,37,0.7837837837837838,170,1
ML,0.011766666666666667,3,0.6666666666666666,28,1
MLGO,0.0,1,0.0,1,1
MMM,0.39225,2,0.5,-8,1
MMS,-0.05945,2,0.5,11,1
MNMD,0.9358,1,1.0,2,1
MO,0.0,1,0.0,1,1
MOVE,0.3607438095238096,105,0.638095238095238,16808,1
MRK,0.9181,1,1.0,0,1
MRNA,0.34,1,1.0,1,1
MS,0.6243,3,0.6666666666666666,19,1
MSFT,0.2519857142857143,7,0.5714285714285714,84,1
MSTR,-0.046000000000000006,3,0.3333333333333333,25,1
MU,0.03041111111111111,9,0.4444444444444444,84,1
MVIS,0.0,2,0.0,3,1
MVST,0.10747142857142856,7,0.2857142857142857,33,1
MXCT,0.0,1,0.0,1,1
NARI,0.9959,5,1.0,20,1
NAT,0.20910000000000004,3,0.3333333333333333,34,1
NBIS,0.40795000000000003,2,0.5,2,1
NCI,0.5199,2,1.0,2,1
NEGG,-0.24695,2,0.0,2,1
NEHC,0.0,1,0.0,3,1
NEO,-0.8647,1,0.0,9,1
NET,0.6795911764705883,34,0.8823529411764706,277,1
NEXT,0.2795324110671937,253,0.6086956521739131,5371,1
NI,-0.4019,2,0.0,2,1
NICE,0.60665,80,0.95,620,1
NINE,0.41891428571428574,21,0.6666666666666666,131,1
NIO,0.2388,1,1.0,16,1
NMRA,0.8205,1,1.0,3,1
NN,0.9686,3,1.0,45,1
NOTE,0.528875,8,0.75,707,1
NOV,0.4736833333333333,6,0.8333333333333334,19,1
NOW,0.21515432432432433,370,0.572972972972973,12467,1
NRDY,0.7845,1,1.0,1,1
NRXP,0.2423,2,1.0,3,1
NSPR,0.0,1,0.0,1,1
NUE,0.665,2,1.0,4,1
NURO,0.0,1,0.0,1,1
NUVB,0.4588,1,1.0,2,1
NVDA,0.07758689655172414,145,0.42758620689655175,2448,1
NVR,0.8367,1,1.0,1,1
NXL,0.0,1,0.0,1,1
NXPL,-8.750000000000424e-05,8,0.375,24,1
NXU,-0.07416666666666667,3,0.0,3,1
NYC,0.7713,1,1.0,8,1
O,0.22879999999999998,3,0.6666666666666666,13,1
ODD,-0.583325,4,0.0,10,1
OGN,0.9181,1,1.0,0,1
OGS,0.2732,1,1.0,5,1
OI,0.3291,1,1.0,3,1
OKLO,0.14005,4,0.5,122,1
OMER,0.69,1,1.0,8,1
OMEX,0.5994,1,1.0,0,1
ON,0.3257319306930693,2020,0.6391089108910891,45797,1
ONDS,0.6031,3,0.6666666666666666,11,1
ONTO,0.5148222222222222,18,0.8333333333333334,1901,1
OP,0.217371186440678,59,0.6271186440677966,627,1
OPEN,0.2769744897959184,98,0.5816326530612245,1086,1
OPT,0.95245,4,1.0,68,1
OPTT,0.3303607142857143,28,0.5714285714285714,267,1
OPTX,0.7717,1,1.0,2,1
OR,0.3327878464818763,938,0.6609808102345416,26224,1
OS,0.6069,4,0.75,25,1
OSTX,0.9909,1,1.0,1,1
OTLY,0.34744166666666665,12,0.5833333333333334,43,1
OUT,0.3155552919708029,548,0.6587591240875912,20147,1
OXY,0.4977,2,0.5,13,1
PAA,0.4824,1,1.0,28,1
PACB,0.2294,2,0.5,3,1
PACK,-0.1901,2,0.0,52,1
PALI,0.8660333333333333,3,1.0,4,1
PANW,0.1366,2,0.5,6,1
PAR,0.4417,1,1.0,22,1
PATH,0.6082090909090909,11,0.8181818181818182,761,1
PAY,0.25408191489361703,94,0.6276595744680851,3374,1
PAYS,0.4805333333333333,9,0.5555555555555556,50,1
PC,0.3294875,8,0.75,61,1
PCB,0.0258,1,1.0,0,1
PDD,0.9997,5,1.0,0,1
PDS,0.1531,1,1.0,1,1
PEG,0.7227,1,1.0,0,1
PET,0.96098,15,1.0,110,1
PETS,0.9975,1,1.0,8,1
PEV,0.33376,5,0.6,17,1
PFE,0.43695,8,0.875,26,1
PH,0.9686,1,1.0,21,1
PITA,0.1177,1,1.0,1,1
PL,0.8205,1,1.0,3,1
PLAY,0.30104903846153847,104,0.6634615384615384,8977,1
PLTR,0.3078846153846154,26,0.6923076923076923,219,1
PLUG,0.15127500000000002,4,0.5,21,1
PLUS,0.5086151515151515,33,0.7575757575757576,688,1
PLX,0.7713,1,1.0,8,1
PM,0.18744255319148934,47,0.6595744680851063,207,1
POAI,0.6476,1,1.0,2,1
POET,0.4021,2,1.0,3,1
POLE,-0.6697,1,0.0,24,1
PONY,0.7308,1,1.0,1,1
POOL,0.4162,1,1.0,1,1
POST,0.30216474820143885,139,0.5899280575539568,7196,1
PPG,0.6124,1,1.0,2,1
PPL,0.07987142857142857,7,0.42857142857142855,70,1
PPTA,0.7923666666666667,6,0.8333333333333334,7,1
PR,0.3960571428571429,7,0.5714285714285714,14,1
PRE,0.10076944444444444,36,0.5277777777777778,279,1
PRO,0.10221666666666666,6,0.5,29,1
PROF,0.0,1,0.0,2,1
PRPH,0.8986,1,1.0,1,1
PRZO,0.0,1,0.0,1,1
PSHG,0.011224999999999985,4,0.25,31,1
PT,0.2863285714285714,7,0.5714285714285714,16,1
PTON,0.2388,1,1.0,16,1
PTPI,0.8834,1,1.0,1,1
PUMP,-0.03822807017543859,114,0.3684210526315789,652,1
PXLW,0.9367,1,1.0,1,1
QBTS,0.15519,10,0.5,39,1
QS,0.7896,1,1.0,1,1
QSI,0.92255,2,1.0,4,1
QUBT,-0.0141608695652174,23,0.4782608695652174,637,1
R,-0.14503333333333335,3,0.0,27,1
RACE,0.019883333333333326,6,0.3333333333333333,18,1
RAIL,0.6138307692307692,13,0.8461538461538461,46,1
RAMP,0.7187,2,1.0,18,1
RARE,0.457675,4,0.75,19,1
RAY,-0.19776666666666667,3,0.3333333333333333,13,1
RBLX,0.26335,2,0.5,16,1
RC,-0.4926,1,0.0,1,1
RCAT,0.25914000000000004,5,0.6,31,1
RDDT,-0.006222222222222216,9,0.2222222222222222,99,1
REAL,0.24414964539007092,141,0.6170212765957447,1601,1
REKR,0.8826,4,1.0,12,1
RELY,0.53025,6,0.6666666666666666,61,1
RENT,-0.5850333333333334,3,0.0,36,1
RGTI,0.22435416666666666,96,0.5729166666666666,1465,1
RGTIW,-0.4019,1,0.0,5,1
RH,0.40213750000000004,8,0.75,49,1
RICK,-0.5781,1,0.0,-2,1
RIG,0.4113,1,1.0,0,1
RIME,0.264556,50,0.56,805,1
RIOT,0.2388,1,1.0,16,1
RKLB,-0.17002,5,0.2,22,1
RMD,0.9181,1,1.0,0,1
ROAD,-0.18905,4,0.25,7,1
ROCK,0.3818909090909091,11,0.8181818181818182,63,1
ROIC,0.0,1,0.0,0,1
ROK,-0.2732,1,0.0,-1,1
ROKU,7.777777777778e-05,9,0.5555555555555556,38,1
RPID,0.0,1,0.0,1,1
RR,0.1474625,8,0.375,41,1
RS,0.2949,8,0.75,29,1
RSI,0.8697181034482758,116,0.9482758620689655,298,1
RTX,0.4468,2,0.5,68,1
RUN,0.31045300000000003,100,0.63,1019,1
RVPH,0.48888888888888893,9,0.6666666666666666,24,1
RVSN,0.1092821052631579,95,0.3684210526315789,1104,1
RZLV,0.9102,4,1.0,64,1
S,0.02420000000000001,3,0.6666666666666666,7,1
SAFE,0.613336,25,0.88,93,1
SAM,-0.030433333333333323,6,0.3333333333333333,60,1
SAN,0.5024,4,0.75,41,1
SANA,-0.085,4,0.0,13,1
SAT,-0.034525,4,0.5,56,1
SATS,0.9197,2,1.0,2,1
SAVA,0.0,1,0.0,3,1
SAY,0.25452484472049686,161,0.6149068322981367,6075,1
SBC,0.7083,1,1.0,-13,1
SCI,0.35609999999999997,2,1.0,25,1
SCPH,0.8205,1,1.0,3,1
SE,0.6974,2,1.0,1,1
SEE,0.3689349295774648,355,0.6676056338028169,5167,1
SEED,0.18023333333333333,3,0.3333333333333333,53,1
SELF,0.10894666666666666,15,0.4666666666666667,92,1
SEM,0.4404,1,1.0,399,1
SENS,-0.20095,2,0.0,3,1
SERV,0.9442,1,1.0,2,1
SES,0.49435,2,0.5,3,1
SF,0.6597,1,1.0,31,1
SGA,-0.5499,1,0.0,1,1
SGBX,0.3612,1,1.0,1,1
SHIP,0.24728,10,0.5,18,1
SHOP,0.230025,4,0.25,19,1
SHOT,0.403595,20,0.7,323,1
SIDU,-0.1027,1,0.0,1,1
SIM,-0.5574,1,0.0,4,1
SITE,0.45566249999999997,8,0.625,57,1
SIX,0.8417250000000001,8,1.0,132,1
SKIN,0.3758333333333333,6,0.6666666666666666,25,1
SKY,0.015944444444444445,9,0.4444444444444444,40,1
SKYX,0.31193333333333334,3,0.3333333333333333,6,1
SMCI,0.273575,4,0.5,-21,1
SMR,0.9896,1,1.0,118,1
SMX,0.9479,1,1.0,1,1
SNAP,0.5719,1,1.0,7,1
SNOW,-0.3182,1,0.0,28,1
SO,0.31081389830508477,885,0.6451977401129944,19880,1
SOAR,0.5536333333333333,3,0.6666666666666666,22,1
SOFI,0.42867999999999995,5,0.8,16,1
SON,0.2825,9,0.5555555555555556,58,1
SONO,0.2263,2,1.0,4,1
SONY,0.9667,2,1.0,2,1
SPI,0.0,1,0.0,1,1
SPOT,0.6769266666666667,15,0.8666666666666667,70,1
SPRC,0.96685,2,1.0,5,1
SQFT,0.5473,1,1.0,1,1
SRAD,0.8042,1,1.0,1,1
SRM,0.6396666666666667,3,0.6666666666666666,65,1
SSKN,0.0,1,0.0,1,1
ST,-0.096275,4,0.5,1157,1
STEM,0.24375,4,0.25,11,1
STEP,0.5477166666666666,12,0.75,120,1
STIM,-0.9125,1,0.0,10,1
STLA,0.2388,1,1.0,16,1
SU,0.8442,2,1.0,28,1
SUM,0.051239999999999994,5,0.4,137,1
SUN,-0.44930000000000003,2,0.0,26,1
SURF,0.4215,1,1.0,1,1
SVMH,0.2221927272727273,55,0.43636363636363634,497,1
SWIM,0.0,1,0.0,21,1
SYK,0.9959000000000001,6,1.0,24,1
SYRA,0.12040000000000001,3,0.3333333333333333,3,1
T,-0.04912499999999999,8,0.5,58,1
TALK,0.1458322580645161,31,0.5483870967741935,337,1
TANH,0.9803,2,1.0,5,1
TASK,0.0,1,0.0,0,1
TAX,0.4452227848101266,79,0.759493670886076,424,1
TD,0.39145,4,0.5,8,1
TDS,0.0,1,0.0,-1,1
TEAM,0.5541384615384616,13,0.8461538461538461,759,1
TECH,0.5865349593495934,123,0.8292682926829268,1277,1
TELA,0.0,1,0.0,1,1
TEN,0.2231285714285714,7,0.5714285714285714,36,1
TEVA,0.9951,3,1.0,0,1
TFSA,0.36665000000000003,4,0.75,15,1
