symbol,avg_sentiment,mention_count,bullish_ratio,total_score,timeframe_days
SNPS,-0.4526,1,0.0,5,1
SO,0.29891164725457575,1202,0.6455906821963394,21674,1
SOAR,0.3326,2,0.5,20,1
SOFI,0.5607,2,1.0,12,1
SON,0.33203333333333335,15,0.7333333333333333,78,1
SONO,0.2263,2,1.0,4,1
SONY,0.9667,2,1.0,2,1
SOUN,-0.006766666666666661,3,0.3333333333333333,13,1
SPI,0.0,1,0.0,1,1
SPOT,0.62032,25,0.88,127,1
SPRC,0.96685,2,1.0,5,1
SQFT,0.5473,1,1.0,1,1
SRAD,0.8042,1,1.0,1,1
SRM,0.6396666666666667,3,0.6666666666666666,69,1
SSKN,0.0,1,0.0,1,1
ST,0.12521666666666667,6,0.6666666666666666,1214,1
STEM,0.39,5,0.4,12,1
STEP,0.57583125,16,0.8125,134,1
STIM,-0.9125,1,0.0,8,1
STLA,0.4898,3,1.0,32,1
STM,-0.4526,1,0.0,5,1
SU,0.8442,2,1.0,24,1
SUM,-0.0975125,8,0.25,150,1
SUN,-0.44930000000000003,2,0.0,26,1
SURF,0.4215,2,1.0,2,1
SVMH,0.24371458333333332,48,0.4583333333333333,385,1
SWKS,-0.4526,1,0.0,5,1
SYK,0.9959000000000001,6,1.0,30,1
SYRA,0.12040000000000001,3,0.3333333333333333,3,1
T,-0.00787999999999999,10,0.6,76,1
TALK,0.1438046511627907,43,0.5813953488372093,579,1
TANH,0.9803,2,1.0,6,1
TASK,0.2202,2,0.5,1,1
TAX,0.4867798449612403,129,0.7906976744186046,494,1
TD,0.39145,4,0.5,9,1
TDS,-0.27115,2,0.0,0,1
TEAM,0.5603466666666667,15,0.8666666666666667,769,1
TECH,0.5843348101265823,158,0.8227848101265823,1383,1
TEL,0.5994,1,1.0,1,1
TELA,0.0,1,0.0,1,1
TELO,0.9918,1,1.0,1,1
TEN,0.3022666666666667,9,0.6666666666666666,57,1
TER,-0.4526,1,0.0,5,1
TEVA,0.9951,3,1.0,0,1
TFSA,0.34448,5,0.8,16,1
TG,0.9561,1,1.0,2,1
TGT,0.8316,1,1.0,1,1
TGTX,0.4199,1,1.0,2,1
THO,0.09991538461538463,26,0.46153846153846156,150,1
TIL,0.2675625,8,0.625,24,1
TLRY,-0.20015,2,0.0,3,1
TM,0.25,1,1.0,8,1
TMC,-0.5255,1,0.0,1,1
TNXP,0.13937142857142856,7,0.14285714285714285,13,1
TOP,0.42892830188679243,106,0.8113207547169812,2388,1
TOPS,0.5239,1,1.0,2,1
TOUR,-0.4374,1,0.0,6,1
TOWN,0.6597,1,1.0,29,1
TPET,0.3724,1,1.0,1,1
TPST,0.9262,1,1.0,1,1
TRAW,0.7845,2,1.0,2,1
TREE,0.599475,4,0.75,94,1
TRIP,0.0,1,0.0,1,1
TRUE,0.42266000000000004,40,0.8,204,1
TSLA,0.2238344827586207,29,0.5172413793103449,476,1
TSM,0.19027,20,0.6,279,1
TURN,0.34272,40,0.7,260,1
TV,0.22159999999999996,5,0.6,-5,1
TVGN,0.9637,2,1.0,2,1
TWG,0.0,1,0.0,1,1
TWO,0.3498930379746835,158,0.6392405063291139,1279,1
TX,0.3435,1,1.0,5,1
TXN,-0.4526,1,0.0,5,1
TYGO,0.0,1,0.0,19,1
U,0.016675675675675673,111,0.3963963963963964,381,1
UAMY,0.5723,3,0.6666666666666666,4,1
UBER,0.6126916666666666,12,0.8333333333333334,92,1
UBS,-0.8319,1,0.0,129,1
UK,0.049100000000000005,15,0.4,99,1
ULTA,0.8573363636363637,11,0.9090909090909091,49,1
UMAC,-0.1768,2,0.0,12,1
UNIT,0.9937250000000001,8,1.0,10,1
UP,0.2887886340977069,1003,0.6231306081754736,17702,1
UPS,0.27713846153846156,13,0.7692307692307693,2666,1
UPST,0.10794999999999999,2,1.0,2,1
URG,0.903,1,1.0,1,1
USB,0.9962,2,1.0,6,1
USIO,0.28847500000000004,4,0.5,8,1
UTI,0.9644,2,1.0,4,1
V,0.03268888888888888,9,0.4444444444444444,106,1
VC,0.5106,1,1.0,2,1
VERO,0.0,1,0.0,1,1
VERU,-0.5106,3,0.0,6,1
VET,0.9975,1,1.0,7,1
VIA,0.642164705882353,17,0.8235294117647058,98,1
VIGL,0.8205,1,1.0,3,1
VLN,0.5235299999999999,10,0.6,32,1
VMI,-0.5023,2,0.0,4,1
VNRX,0.04285,2,0.5,2,1
VRAR,0.0,1,0.0,2,1
VRME,-0.6597,1,0.0,1,1
VRT,0.5106,1,1.0,1,1
VS,0.406475,48,0.7083333333333334,4388,1
VST,0.9197,2,1.0,2,1
VVPR,0.0,1,0.0,1,1
VXRT,-0.3612,1,0.0,-3,1
VZ,0.24125000000000002,4,0.5,2,1
VZLA,0.8205,1,1.0,3,1
W,0.41898,5,0.8,18,1
WASH,0.09245384615384616,13,0.6153846153846154,36,1
WAVE,0.36645,4,1.0,7,1
WAY,0.29382226027397257,292,0.6438356164383562,9531,1
WBA,0.34,1,1.0,1,1
WBX,-0.1154,1,0.0,4,1
WELL,0.4589171806167401,227,0.8546255506607929,4865,1
WEST,0.0539,4,0.75,22,1
WIX,0.9951,3,1.0,0,1
WLDS,0.0,1,0.0,5,1
WOLF,0.17242857142857143,7,0.5714285714285714,50,1
WOOF,0.0869,1,1.0,1,1
WOW,0.7013714285714286,14,1.0,141,1
WRAP,0.136025,8,0.5,12,1
WS,-0.7531,1,0.0,2,1
WSO,0.8779,2,1.0,2,1
WULF,0.8205,1,1.0,3,1
WW,-0.9792,1,0.0,5,1
WWR,0.358425,4,0.5,6,1
WY,0.3818,2,1.0,2,1
X,0.4474470588235294,17,0.6470588235294118,70,1
XAIR,0.4843,4,0.5,40,1
XOM,0.2388,2,1.0,31,1
XTIA,0.1345936507936508,63,0.47619047619047616,10738,1
XXII,0.9654000000000001,3,1.0,9,1
YOU,0.3208751369112815,4565,0.6495071193866374,135391,1
Z,-0.1655,1,0.0,2,1
ZCAR,0.0,2,0.0,0,1
ZOM,0.5569142857142857,7,0.5714285714285714,21,1
ZONE,0.33472222222222225,9,0.4444444444444444,2678,1
